fips,county,state,cbsa,cbsaname
39003,"Allen County, OH",OH,30620,"Lima, OH"
39173,"Wood County, OH",OH,45780,"Toledo, OH"
39065,"Hardin County, OH",OH,99999,NA
39095,"Lucas County, OH",OH,45780,"Toledo, OH"
39171,"Williams County, OH",OH,99999,NA
39175,"Wyandot County, OH",OH,99999,NA
39123,"Ottawa County, OH",OH,38840,"Port Clinton, OH"
39051,"Fulton County, OH",OH,45780,"Toledo, OH"
39023,"Clark County, OH",OH,44220,"Springfield, OH"
39091,"Logan County, OH",OH,13340,"Bellefontaine, OH"
39057,"Greene County, OH",OH,19380,"Dayton, OH"
39077,"Huron County, OH",OH,35940,"Norwalk, OH"
39139,"Richland County, OH",OH,31900,"Mansfield, OH"
39099,"Mahoning County, OH",OH,49660,"Youngstown-Warren-Boardman, OH-PA"
39135,"Preble County, OH",OH,99999,NA
39037,"Darke County, OH",OH,24820,"Greenville, OH"
39011,"Auglaize County, OH",OH,47540,"Wapakoneta, OH"
39107,"Mercer County, OH",OH,16380,"Celina, OH"
39027,"Clinton County, OH",OH,48940,"Wilmington, OH"
39097,"Madison County, OH",OH,18140,"Columbus, OH"
39159,"Union County, OH",OH,18140,"Columbus, OH"
39101,"Marion County, OH",OH,32020,"Marion, OH"
39129,"Pickaway County, OH",OH,18140,"Columbus, OH"
39089,"Licking County, OH",OH,18140,"Columbus, OH"
39117,"Morrow County, OH",OH,18140,"Columbus, OH"
39081,"Jefferson County, OH",OH,48260,"Weirton-Steubenville, WV-OH"
39067,"Harrison County, OH",OH,99999,NA
39059,"Guernsey County, OH",OH,15740,"Cambridge, OH"
39119,"Muskingum County, OH",OH,49780,"Zanesville, OH"
39071,"Highland County, OH",OH,99999,NA
39141,"Ross County, OH",OH,17060,"Chillicothe, OH"
39145,"Scioto County, OH",OH,39020,"Portsmouth, OH"
39163,"Vinton County, OH",OH,99999,NA
39167,"Washington County, OH",OH,31930,"Marietta, OH"
39053,"Gallia County, OH",OH,38580,"Point Pleasant, WV-OH"
39087,"Lawrence County, OH",OH,26580,"Huntington-Ashland, WV-KY-OH"
39073,"Hocking County, OH",OH,18140,"Columbus, OH"
39127,"Perry County, OH",OH,18140,"Columbus, OH"
39013,"Belmont County, OH",OH,48540,"Wheeling, WV-OH"
39165,"Warren County, OH",OH,17140,"Cincinnati, OH-KY-IN"
39039,"Defiance County, OH",OH,19580,"Defiance, OH"
39161,"Van Wert County, OH",OH,46780,"Van Wert, OH"
39063,"Hancock County, OH",OH,22300,"Findlay, OH"
39143,"Sandusky County, OH",OH,23380,"Fremont, OH"
39147,"Seneca County, OH",OH,45660,"Tiffin, OH"
39033,"Crawford County, OH",OH,15340,"Bucyrus, OH"
39125,"Paulding County, OH",OH,99999,NA
40129,"Roger Mills County, OK",OK,99999,NA
40075,"Kiowa County, OK",OK,99999,NA
40055,"Greer County, OK",OK,99999,NA
40065,"Jackson County, OK",OK,11060,"Altus, OK"
40057,"Harmon County, OK",OK,99999,NA
40149,"Washita County, OK",OK,99999,NA
40039,"Custer County, OK",OK,48220,"Weatherford, OK"
40009,"Beckham County, OK",OK,21120,"Elk City, OK"
40143,"Tulsa County, OK",OK,46140,"Tulsa, OK"
40059,"Harper County, OK",OK,99999,NA
40151,"Woods County, OK",OK,99999,NA
40045,"Ellis County, OK",OK,99999,NA
40025,"Cimarron County, OK",OK,99999,NA
40111,"Okmulgee County, OK",OK,46140,"Tulsa, OK"
40145,"Wagoner County, OK",OK,46140,"Tulsa, OK"
40001,"Adair County, OK",OK,99999,NA
40017,"Canadian County, OK",OK,36420,"Oklahoma City, OK"
40083,"Logan County, OK",OK,36420,"Oklahoma City, OK"
40109,"Oklahoma County, OK",OK,36420,"Oklahoma City, OK"
40103,"Noble County, OK",OK,99999,NA
40071,"Kay County, OK",OK,38620,"Ponca City, OK"
40073,"Kingfisher County, OK",OK,99999,NA
40119,"Payne County, OK",OK,44660,"Stillwater, OK"
40093,"Major County, OK",OK,99999,NA
40053,"Grant County, OK",OK,99999,NA
40003,"Alfalfa County, OK",OK,99999,NA
40019,"Carter County, OK",OK,11620,"Ardmore, OK"
40097,"Mayes County, OK",OK,99999,NA
40035,"Craig County, OK",OK,99999,NA
40105,"Nowata County, OK",OK,99999,NA
40131,"Rogers County, OK",OK,46140,"Tulsa, OK"
40041,"Delaware County, OK",OK,99999,NA
40115,"Ottawa County, OK",OK,33060,"Miami, OK"
40089,"McCurtain County, OK",OK,99999,NA
40077,"Latimer County, OK",OK,99999,NA
40121,"Pittsburg County, OK",OK,32540,"McAlester, OK"
40127,"Pushmataha County, OK",OK,99999,NA
40061,"Haskell County, OK",OK,99999,NA
40023,"Choctaw County, OK",OK,99999,NA
40079,"Le Flore County, OK",OK,22900,"Fort Smith, AR-OK"
40153,"Woodward County, OK",OK,49260,"Woodward, OK"
40047,"Garfield County, OK",OK,21420,"Enid, OK"
40027,"Cleveland County, OK",OK,36420,"Oklahoma City, OK"
40139,"Texas County, OK",OK,25100,"Guymon, OK"
40011,"Blaine County, OK",OK,99999,NA
40037,"Creek County, OK",OK,46140,"Tulsa, OK"
40063,"Hughes County, OK",OK,99999,NA
40091,"McIntosh County, OK",OK,99999,NA
40107,"Okfuskee County, OK",OK,99999,NA
40031,"Comanche County, OK",OK,30020,"Lawton, OK"
40101,"Muskogee County, OK",OK,34780,"Muskogee, OK"
40007,"Beaver County, OK",OK,99999,NA
40043,"Dewey County, OK",OK,99999,NA
40133,"Seminole County, OK",OK,99999,NA
40095,"Marshall County, OK",OK,99999,NA
40015,"Caddo County, OK",OK,99999,NA
40123,"Pontotoc County, OK",OK,10220,"Ada, OK"
40013,"Bryan County, OK",OK,20460,"Durant, OK"
40137,"Stephens County, OK",OK,20340,"Duncan, OK"
40067,"Jefferson County, OK",OK,99999,NA
40141,"Tillman County, OK",OK,99999,NA
40087,"McClain County, OK",OK,36420,"Oklahoma City, OK"
40051,"Grady County, OK",OK,36420,"Oklahoma City, OK"
40049,"Garvin County, OK",OK,99999,NA
40033,"Cotton County, OK",OK,30020,"Lawton, OK"
48097,"Cooke County, TX",TX,23620,"Gainesville, TX"
40117,"Pawnee County, OK",OK,46140,"Tulsa, OK"
40113,"Osage County, OK",OK,46140,"Tulsa, OK"
40135,"Sequoyah County, OK",OK,22900,"Fort Smith, AR-OK"
40021,"Cherokee County, OK",OK,45140,"Tahlequah, OK"
5131,"Sebastian County, AR",AR,22900,"Fort Smith, AR-OK"
40099,"Murray County, OK",OK,99999,NA
40085,"Love County, OK",OK,99999,NA
40029,"Coal County, OK",OK,99999,NA
40005,"Atoka County, OK",OK,99999,NA
40069,"Johnston County, OK",OK,99999,NA
40125,"Pottawatomie County, OK",OK,43060,"Shawnee, OK"
40081,"Lincoln County, OK",OK,36420,"Oklahoma City, OK"
40147,"Washington County, OK",OK,12780,"Bartlesville, OK"
41053,"Polk County, OR",OR,41420,"Salem, OR"
41043,"Linn County, OR",OR,10540,"Albany, OR"
41037,"Lake County, OR",OR,99999,NA
41035,"Klamath County, OR",OR,28900,"Klamath Falls, OR"
41055,"Sherman County, OR",OR,99999,NA
41065,"Wasco County, OR",OR,45520,"The Dalles, OR"
41069,"Wheeler County, OR",OR,99999,NA
41021,"Gilliam County, OR",OR,99999,NA
41031,"Jefferson County, OR",OR,99999,NA
41051,"Multnomah County, OR",OR,38900,"Portland-Vancouver-Hillsboro, OR-WA"
41015,"Curry County, OR",OR,15060,"Brookings, OR"
41005,"Clackamas County, OR",OR,38900,"Portland-Vancouver-Hillsboro, OR-WA"
41057,"Tillamook County, OR",OR,99999,NA
41007,"Clatsop County, OR",OR,11820,"Astoria, OR"
41039,"Lane County, OR",OR,21660,"Eugene, OR"
41011,"Coos County, OR",OR,18300,"Coos Bay, OR"
41041,"Lincoln County, OR",OR,35440,"Newport, OR"
41059,"Umatilla County, OR",OR,25840,"Hermiston-Pendleton, OR"
41071,"Yamhill County, OR",OR,38900,"Portland-Vancouver-Hillsboro, OR-WA"
41023,"Grant County, OR",OR,99999,NA
41001,"Baker County, OR",OR,99999,NA
41009,"Columbia County, OR",OR,38900,"Portland-Vancouver-Hillsboro, OR-WA"
41013,"Crook County, OR",OR,39260,"Prineville, OR"
41017,"Deschutes County, OR",OR,13460,"Bend-Redmond, OR"
41019,"Douglas County, OR",OR,40700,"Roseburg, OR"
41025,"Harney County, OR",OR,99999,NA
41027,"Hood River County, OR",OR,26220,"Hood River, OR"
41029,"Jackson County, OR",OR,32780,"Medford, OR"
41033,"Josephine County, OR",OR,24420,"Grants Pass, OR"
41063,"Wallowa County, OR",OR,99999,NA
41047,"Marion County, OR",OR,41420,"Salem, OR"
41049,"Morrow County, OR",OR,25840,"Hermiston-Pendleton, OR"
41061,"Union County, OR",OR,29260,"La Grande, OR"
41067,"Washington County, OR",OR,38900,"Portland-Vancouver-Hillsboro, OR-WA"
53059,"Skamania County, WA",WA,38900,"Portland-Vancouver-Hillsboro, OR-WA"
41045,"Malheur County, OR",OR,36620,"Ontario, OR-ID"
41003,"Benton County, OR",OR,18700,"Corvallis, OR"
53003,"Asotin County, WA",WA,30300,"Lewiston, ID-WA"
6093,"Siskiyou County, CA",CA,99999,NA
6049,"Modoc County, CA",CA,99999,NA
42091,"Montgomery County, PA",PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42071,"Lancaster County, PA",PA,29540,"Lancaster, PA"
42031,"Clarion County, PA",PA,99999,NA
42053,"Forest County, PA",PA,99999,NA
42039,"Crawford County, PA",PA,32740,"Meadville, PA"
42049,"Erie County, PA",PA,21500,"Erie, PA"
42109,"Snyder County, PA",PA,42780,"Selinsgrove, PA"
42081,"Lycoming County, PA",PA,48700,"Williamsport, PA"
42063,"Indiana County, PA",PA,26860,"Indiana, PA"
42005,"Armstrong County, PA",PA,38300,"Pittsburgh, PA"
42019,"Butler County, PA",PA,38300,"Pittsburgh, PA"
42059,"Greene County, PA",PA,99999,NA
42007,"Beaver County, PA",PA,38300,"Pittsburgh, PA"
42125,"Washington County, PA",PA,38300,"Pittsburgh, PA"
42099,"Perry County, PA",PA,25420,"Harrisburg-Carlisle, PA"
42067,"Juniata County, PA",PA,99999,NA
42075,"Lebanon County, PA",PA,30140,"Lebanon, PA"
42043,"Dauphin County, PA",PA,25420,"Harrisburg-Carlisle, PA"
42133,"York County, PA",PA,49620,"York-Hanover, PA"
42001,"Adams County, PA",PA,23900,"Gettysburg, PA"
42055,"Franklin County, PA",PA,16540,"Chambersburg-Waynesboro, PA"
42011,"Berks County, PA",PA,39740,"Reading, PA"
42073,"Lawrence County, PA",PA,35260,"New Castle, PA"
42033,"Clearfield County, PA",PA,20180,"DuBois, PA"
42047,"Elk County, PA",PA,41260,"St. Marys, PA"
42065,"Jefferson County, PA",PA,99999,NA
42105,"Potter County, PA",PA,99999,NA
42023,"Cameron County, PA",PA,99999,NA
42003,"Allegheny County, PA",PA,38300,"Pittsburgh, PA"
42103,"Pike County, PA",PA,35620,"New York-Newark-Jersey City, NY-NJ-PA"
42127,"Wayne County, PA",PA,99999,NA
42051,"Fayette County, PA",PA,38300,"Pittsburgh, PA"
42017,"Bucks County, PA",PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42101,"Philadelphia County, PA",PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42107,"Schuylkill County, PA",PA,39060,"Pottsville, PA"
42013,"Blair County, PA",PA,11020,"Altoona, PA"
42045,"Delaware County, PA",PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42111,"Somerset County, PA",PA,43740,"Somerset, PA"
42129,"Westmoreland County, PA",PA,38300,"Pittsburgh, PA"
42041,"Cumberland County, PA",PA,25420,"Harrisburg-Carlisle, PA"
42079,"Luzerne County, PA",PA,42540,"Scranton--Wilkes-Barre--Hazleton, PA"
42117,"Tioga County, PA",PA,99999,NA
42113,"Sullivan County, PA",PA,99999,NA
42015,"Bradford County, PA",PA,42380,"Sayre, PA"
42115,"Susquehanna County, PA",PA,99999,NA
42131,"Wyoming County, PA",PA,42540,"Scranton--Wilkes-Barre--Hazleton, PA"
42057,"Fulton County, PA",PA,99999,NA
42061,"Huntingdon County, PA",PA,26500,"Huntingdon, PA"
42009,"Bedford County, PA",PA,99999,NA
42021,"Cambria County, PA",PA,27780,"Johnstown, PA"
34041,"Warren County, NJ",NJ,10900,"Allentown-Bethlehem-Easton, PA-NJ"
42069,"Lackawanna County, PA",PA,42540,"Scranton--Wilkes-Barre--Hazleton, PA"
42123,"Warren County, PA",PA,47620,"Warren, PA"
42121,"Venango County, PA",PA,36340,"Oil City, PA"
42097,"Northumberland County, PA",PA,44980,"Sunbury, PA"
42093,"Montour County, PA",PA,14100,"Bloomsburg-Berwick, PA"
42119,"Union County, PA",PA,30260,"Lewisburg, PA"
42027,"Centre County, PA",PA,44300,"State College, PA"
42087,"Mifflin County, PA",PA,30380,"Lewistown, PA"
42035,"Clinton County, PA",PA,30820,"Lock Haven, PA"
42037,"Columbia County, PA",PA,14100,"Bloomsburg-Berwick, PA"
42029,"Chester County, PA",PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
42085,"Mercer County, PA",PA,49660,"Youngstown-Warren-Boardman, OH-PA"
42083,"McKean County, PA",PA,14620,"Bradford, PA"
42077,"Lehigh County, PA",PA,10900,"Allentown-Bethlehem-Easton, PA-NJ"
42095,"Northampton County, PA",PA,10900,"Allentown-Bethlehem-Easton, PA-NJ"
42089,"Monroe County, PA",PA,20700,"East Stroudsburg, PA"
42025,"Carbon County, PA",PA,10900,"Allentown-Bethlehem-Easton, PA-NJ"
44003,"Kent County, RI",RI,39300,"Providence-Warwick, RI-MA"
44009,"Washington County, RI",RI,39300,"Providence-Warwick, RI-MA"
44005,"Newport County, RI",RI,39300,"Providence-Warwick, RI-MA"
44007,"Providence County, RI",RI,39300,"Providence-Warwick, RI-MA"
44001,"Bristol County, RI",RI,39300,"Providence-Warwick, RI-MA"
25005,"Bristol County, MA",MA,39300,"Providence-Warwick, RI-MA"
45073,"Oconee County, SC",SC,42860,"Seneca, SC"
45035,"Dorchester County, SC",SC,16700,"Charleston-North Charleston, SC"
45061,"Lee County, SC",SC,99999,NA
45055,"Kershaw County, SC",SC,17900,"Columbia, SC"
45027,"Clarendon County, SC",SC,99999,NA
45085,"Sumter County, SC",SC,44940,"Sumter, SC"
45091,"York County, SC",SC,16740,"Charlotte-Concord-Gastonia, NC-SC"
45087,"Union County, SC",SC,43900,"Spartanburg, SC"
45021,"Cherokee County, SC",SC,23500,"Gaffney, SC"
45083,"Spartanburg County, SC",SC,43900,"Spartanburg, SC"
45009,"Bamberg County, SC",SC,99999,NA
45011,"Barnwell County, SC",SC,99999,NA
45005,"Allendale County, SC",SC,99999,NA
45075,"Orangeburg County, SC",SC,36700,"Orangeburg, SC"
45003,"Aiken County, SC",SC,12260,"Augusta-Richmond County, GA-SC"
45063,"Lexington County, SC",SC,17900,"Columbia, SC"
45079,"Richland County, SC",SC,17900,"Columbia, SC"
45049,"Hampton County, SC",SC,99999,NA
45033,"Dillon County, SC",SC,99999,NA
45013,"Beaufort County, SC",SC,25940,"Hilton Head Island-Bluffton-Beaufort, SC"
45019,"Charleston County, SC",SC,16700,"Charleston-North Charleston, SC"
45015,"Berkeley County, SC",SC,16700,"Charleston-North Charleston, SC"
45001,"Abbeville County, SC",SC,24940,"Greenwood, SC"
45025,"Chesterfield County, SC",SC,99999,NA
45069,"Marlboro County, SC",SC,13500,"Bennettsville, SC"
45043,"Georgetown County, SC",SC,23860,"Georgetown, SC"
45051,"Horry County, SC",SC,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"
45053,"Jasper County, SC",SC,25940,"Hilton Head Island-Bluffton-Beaufort, SC"
45017,"Calhoun County, SC",SC,17900,"Columbia, SC"
45071,"Newberry County, SC",SC,35140,"Newberry, SC"
45047,"Greenwood County, SC",SC,24940,"Greenwood, SC"
45065,"McCormick County, SC",SC,99999,NA
45059,"Laurens County, SC",SC,24860,"Greenville-Anderson-Mauldin, SC"
45037,"Edgefield County, SC",SC,12260,"Augusta-Richmond County, GA-SC"
45081,"Saluda County, SC",SC,17900,"Columbia, SC"
13051,"Chatham County, GA",GA,42340,"Savannah, GA"
45089,"Williamsburg County, SC",SC,99999,NA
45077,"Pickens County, SC",SC,24860,"Greenville-Anderson-Mauldin, SC"
45007,"Anderson County, SC",SC,24860,"Greenville-Anderson-Mauldin, SC"
45045,"Greenville County, SC",SC,24860,"Greenville-Anderson-Mauldin, SC"
45057,"Lancaster County, SC",SC,16740,"Charlotte-Concord-Gastonia, NC-SC"
45023,"Chester County, SC",SC,16740,"Charlotte-Concord-Gastonia, NC-SC"
45039,"Fairfield County, SC",SC,17900,"Columbia, SC"
45029,"Colleton County, SC",SC,99999,NA
45041,"Florence County, SC",SC,22500,"Florence, SC"
45031,"Darlington County, SC",SC,22500,"Florence, SC"
45067,"Marion County, SC",SC,99999,NA
46057,"Hamlin County, SD",SD,99999,NA
46093,"Meade County, SD",SD,39660,"Rapid City, SD"
46103,"Pennington County, SD",SD,39660,"Rapid City, SD"
46019,"Butte County, SD",SD,99999,NA
46055,"Haakon County, SD",SD,99999,NA
46105,"Perkins County, SD",SD,99999,NA
46063,"Harding County, SD",SD,99999,NA
46081,"Lawrence County, SD",SD,43940,"Spearfish, SD"
46033,"Custer County, SD",SD,39660,"Rapid City, SD"
46075,"Jones County, SD",SD,99999,NA
46125,"Turner County, SD",SD,43620,"Sioux Falls, SD"
46083,"Lincoln County, SD",SD,43620,"Sioux Falls, SD"
46099,"Minnehaha County, SD",SD,43620,"Sioux Falls, SD"
46087,"McCook County, SD",SD,43620,"Sioux Falls, SD"
46107,"Potter County, SD",SD,99999,NA
46109,"Roberts County, SD",SD,99999,NA
46115,"Spink County, SD",SD,99999,NA
46051,"Grant County, SD",SD,99999,NA
46029,"Codington County, SD",SD,47980,"Watertown, SD"
46053,"Gregory County, SD",SD,99999,NA
46091,"Marshall County, SD",SD,99999,NA
46123,"Tripp County, SD",SD,99999,NA
46069,"Hyde County, SD",SD,99999,NA
46095,"Mellette County, SD",SD,99999,NA
46101,"Moody County, SD",SD,99999,NA
46047,"Fall River County, SD",SD,99999,NA
46117,"Stanley County, SD",SD,38180,"Pierre, SD"
46003,"Aurora County, SD",SD,99999,NA
46043,"Douglas County, SD",SD,99999,NA
46085,"Lyman County, SD",SD,99999,NA
46021,"Campbell County, SD",SD,99999,NA
46129,"Walworth County, SD",SD,99999,NA
46045,"Edmunds County, SD",SD,10100,"Aberdeen, SD"
46089,"McPherson County, SD",SD,99999,NA
46015,"Brule County, SD",SD,99999,NA
46017,"Buffalo County, SD",SD,99999,NA
46023,"Charles Mix County, SD",SD,99999,NA
46119,"Sully County, SD",SD,38180,"Pierre, SD"
46065,"Hughes County, SD",SD,38180,"Pierre, SD"
46073,"Jerauld County, SD",SD,99999,NA
46059,"Hand County, SD",SD,99999,NA
46049,"Faulk County, SD",SD,99999,NA
46127,"Union County, SD",SD,43580,"Sioux City, IA-NE-SD"
46037,"Day County, SD",SD,99999,NA
46111,"Sanborn County, SD",SD,99999,NA
46135,"Yankton County, SD",SD,49460,"Yankton, SD"
46079,"Lake County, SD",SD,99999,NA
46097,"Miner County, SD",SD,99999,NA
46077,"Kingsbury County, SD",SD,99999,NA
46027,"Clay County, SD",SD,46820,"Vermillion, SD"
46011,"Brookings County, SD",SD,15100,"Brookings, SD"
46025,"Clark County, SD",SD,99999,NA
46005,"Beadle County, SD",SD,26700,"Huron, SD"
46009,"Bon Homme County, SD",SD,99999,NA
46067,"Hutchinson County, SD",SD,99999,NA
46061,"Hanson County, SD",SD,33580,"Mitchell, SD"
46035,"Davison County, SD",SD,33580,"Mitchell, SD"
46039,"Deuel County, SD",SD,99999,NA
46013,"Brown County, SD",SD,10100,"Aberdeen, SD"
46102,"Oglala Lakota County, SD",SD,99999,NA
46121,"Todd County, SD",SD,99999,NA
46031,"Corson County, SD",SD,99999,NA
46041,"Dewey County, SD",SD,99999,NA
46071,"Jackson County, SD",SD,99999,NA
46007,"Bennett County, SD",SD,99999,NA
46137,"Ziebach County, SD",SD,99999,NA
47019,"Carter County, TN",TN,27740,"Johnson City, TN"
47171,"Unicoi County, TN",TN,27740,"Johnson City, TN"
47091,"Johnson County, TN",TN,99999,NA
47101,"Lewis County, TN",TN,99999,NA
47055,"Giles County, TN",TN,99999,NA
47181,"Wayne County, TN",TN,99999,NA
47135,"Perry County, TN",TN,99999,NA
47189,"Wilson County, TN",TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47149,"Rutherford County, TN",TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47141,"Putnam County, TN",TN,18260,"Cookeville, TN"
47143,"Rhea County, TN",TN,19420,"Dayton, TN"
47121,"Meigs County, TN",TN,99999,NA
47007,"Bledsoe County, TN",TN,99999,NA
47107,"McMinn County, TN",TN,11940,"Athens, TN"
47139,"Polk County, TN",TN,17420,"Cleveland, TN"
47115,"Marion County, TN",TN,16860,"Chattanooga, TN-GA"
47025,"Claiborne County, TN",TN,99999,NA
47125,"Montgomery County, TN",TN,17300,"Clarksville, TN-KY"
47079,"Henry County, TN",TN,37540,"Paris, TN"
47081,"Hickman County, TN",TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47009,"Blount County, TN",TN,28940,"Knoxville, TN"
47051,"Franklin County, TN",TN,46100,"Tullahoma-Manchester, TN"
47073,"Hawkins County, TN",TN,28700,"Kingsport-Bristol-Bristol, TN-VA"
47157,"Shelby County, TN",TN,32820,"Memphis, TN-MS-AR"
47105,"Loudon County, TN",TN,28940,"Knoxville, TN"
47093,"Knox County, TN",TN,28940,"Knoxville, TN"
47045,"Dyer County, TN",TN,20540,"Dyersburg, TN"
47173,"Union County, TN",TN,28940,"Knoxville, TN"
47013,"Campbell County, TN",TN,28940,"Knoxville, TN"
47137,"Pickett County, TN",TN,99999,NA
47185,"White County, TN",TN,99999,NA
47151,"Scott County, TN",TN,99999,NA
47067,"Hancock County, TN",TN,99999,NA
47155,"Sevier County, TN",TN,42940,"Sevierville, TN"
47059,"Greene County, TN",TN,24620,"Greeneville, TN"
47029,"Cocke County, TN",TN,35460,"Newport, TN"
47089,"Jefferson County, TN",TN,34100,"Morristown, TN"
47063,"Hamblen County, TN",TN,34100,"Morristown, TN"
47057,"Grainger County, TN",TN,28940,"Knoxville, TN"
47053,"Gibson County, TN",TN,99999,NA
47095,"Lake County, TN",TN,99999,NA
47131,"Obion County, TN",TN,46460,"Union City, TN-KY"
47033,"Crockett County, TN",TN,27180,"Jackson, TN"
47097,"Lauderdale County, TN",TN,99999,NA
47167,"Tipton County, TN",TN,32820,"Memphis, TN-MS-AR"
47017,"Carroll County, TN",TN,99999,NA
47039,"Decatur County, TN",TN,99999,NA
47005,"Benton County, TN",TN,99999,NA
47183,"Weakley County, TN",TN,32280,"Martin, TN"
47075,"Haywood County, TN",TN,15140,"Brownsville, TN"
47069,"Hardeman County, TN",TN,99999,NA
47109,"McNairy County, TN",TN,99999,NA
47077,"Henderson County, TN",TN,99999,NA
47023,"Chester County, TN",TN,27180,"Jackson, TN"
47113,"Madison County, TN",TN,27180,"Jackson, TN"
47071,"Hardin County, TN",TN,99999,NA
47085,"Humphreys County, TN",TN,99999,NA
47129,"Morgan County, TN",TN,28940,"Knoxville, TN"
47001,"Anderson County, TN",TN,28940,"Knoxville, TN"
47145,"Roane County, TN",TN,28940,"Knoxville, TN"
47123,"Monroe County, TN",TN,99999,NA
47035,"Cumberland County, TN",TN,18900,"Crossville, TN"
47031,"Coffee County, TN",TN,46100,"Tullahoma-Manchester, TN"
47061,"Grundy County, TN",TN,99999,NA
47003,"Bedford County, TN",TN,43180,"Shelbyville, TN"
47177,"Warren County, TN",TN,32660,"McMinnville, TN"
47103,"Lincoln County, TN",TN,99999,NA
47127,"Moore County, TN",TN,46100,"Tullahoma-Manchester, TN"
47047,"Fayette County, TN",TN,32820,"Memphis, TN-MS-AR"
47163,"Sullivan County, TN",TN,28700,"Kingsport-Bristol-Bristol, TN-VA"
47179,"Washington County, TN",TN,27740,"Johnson City, TN"
47161,"Stewart County, TN",TN,99999,NA
47083,"Houston County, TN",TN,99999,NA
47187,"Williamson County, TN",TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47165,"Sumner County, TN",TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47147,"Robertson County, TN",TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47043,"Dickson County, TN",TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47021,"Cheatham County, TN",TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
37075,"Graham County, NC",NC,99999,NA
47119,"Maury County, TN",TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47099,"Lawrence County, TN",TN,29980,"Lawrenceburg, TN"
47117,"Marshall County, TN",TN,30280,"Lewisburg, TN"
47037,"Davidson County, TN",TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47169,"Trousdale County, TN",TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47111,"Macon County, TN",TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47133,"Overton County, TN",TN,18260,"Cookeville, TN"
47027,"Clay County, TN",TN,99999,NA
47087,"Jackson County, TN",TN,18260,"Cookeville, TN"
47049,"Fentress County, TN",TN,99999,NA
47015,"Cannon County, TN",TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47159,"Smith County, TN",TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
47041,"DeKalb County, TN",TN,99999,NA
47175,"Van Buren County, TN",TN,99999,NA
47065,"Hamilton County, TN",TN,16860,"Chattanooga, TN-GA"
47011,"Bradley County, TN",TN,17420,"Cleveland, TN"
47153,"Sequatchie County, TN",TN,16860,"Chattanooga, TN-GA"
48027,"Bell County, TX",TX,28660,"Killeen-Temple, TX"
48281,"Lampasas County, TX",TX,28660,"Killeen-Temple, TX"
48099,"Coryell County, TX",TX,28660,"Killeen-Temple, TX"
48103,"Crane County, TX",TX,99999,NA
48033,"Borden County, TX",TX,99999,NA
48141,"El Paso County, TX",TX,21340,"El Paso, TX"
48229,"Hudspeth County, TX",TX,21340,"El Paso, TX"
48377,"Presidio County, TX",TX,99999,NA
48043,"Brewster County, TX",TX,99999,NA
48489,"Willacy County, TX",TX,39700,"Raymondville, TX"
48061,"Cameron County, TX",TX,15180,"Brownsville-Harlingen, TX"
48453,"Travis County, TX",TX,12420,"Austin-Round Rock, TX"
48181,"Grayson County, TX",TX,43300,"Sherman-Denison, TX"
48147,"Fannin County, TX",TX,14300,"Bonham, TX"
48037,"Bowie County, TX",TX,45500,"Texarkana, TX-AR"
48449,"Titus County, TX",TX,34420,"Mount Pleasant, TX"
48361,"Orange County, TX",TX,13140,"Beaumont-Port Arthur, TX"
48199,"Hardin County, TX",TX,13140,"Beaumont-Port Arthur, TX"
48131,"Duval County, TX",TX,99999,NA
48025,"Bee County, TX",TX,13300,"Beeville, TX"
48391,"Refugio County, TX",TX,99999,NA
48249,"Jim Wells County, TX",TX,10860,"Alice, TX"
48297,"Live Oak County, TX",TX,99999,NA
48355,"Nueces County, TX",TX,18580,"Corpus Christi, TX"
48273,"Kleberg County, TX",TX,28780,"Kingsville, TX"
48081,"Coke County, TX",TX,99999,NA
48319,"Mason County, TX",TX,99999,NA
48095,"Concho County, TX",TX,99999,NA
48105,"Crockett County, TX",TX,99999,NA
48385,"Real County, TX",TX,99999,NA
48271,"Kinney County, TX",TX,99999,NA
48283,"La Salle County, TX",TX,99999,NA
48507,"Zavala County, TX",TX,99999,NA
